No.,Headword,Group
39431,nuclear energy,N
39432,nuclear-energy,N
39433,nuclear family,N
39434,nuclear-family,N
39435,nuclear fission,N
39436,nuclear-fission,N
39437,nuclear-free,N
39438,nuclear fuel,N
39439,nuclear-fuel,N
39440,nuclear fusion,N
39441,nuclear-fusion,N
39442,nuclear option,N
39443,nuclear-option,N
39444,nuclear physicist,N
39445,nuclear-physicist,N
39446,nuclear physics,N
39447,nuclear-physics,N
39448,nuclear power,N
39449,nuclear-power,N
39450,nuclear reactor,N
39451,nuclear-reactor,N
39452,nuclear waste,N
39453,nuclear-waste,N
39454,nuclear winter,N
39455,nucleic acid,N
39456,nucleic-acid,N
39457,nucleotide,N
39458,nucleus,N
39459,nude,N
39460,nudge,N
39461,nudie,N
39462,nudism,N
39463,nudist,N
39464,nudity,N
39465,'nuff,N
39466,nuffin,N
39467,nugatory,N
39468,nugget,N
39469,nuisance,N
39470,nuisance call,N
39471,nuisance-call,N
39472,nuisance value,N
39473,nuisance-value,N
39474,nuke,N
39475,null,N
39476,nullah,N
39477,null hypothesis,N
39478,null-hypothesis,N
39479,nullify,N
39480,nullity,N
39481,numb,N
39482,number,N
39483,number cruncher,N
39484,number crunching,N
39485,number-crunching,N
39486,numbered,N
39487,numbered account,N
39488,numbered-account,N
39489,numberless,N
39490,number one,N
39491,number-one_2,N
39492,number plate,N
39493,number-plate,N
39494,number two,N
39495,number-two,N
39496,numbing,N
39497,numbly,N
39498,numbness,N
39499,numbskull,N
39500,numeracy,N
39501,numeral,N
39502,numerate,N
39503,numerator,N
39504,numerical,N
39505,numerically,N
39506,numerological,N
39507,numerology,N
39508,numerous,N
39509,nu metal,N
39510,nu-metal,N
39511,numinous,N
39512,numismatic,N
39513,numismatics,N
39514,numismatist,N
39515,numpty,N
39516,numskull,N
39517,nun,N
39518,Nunavut,N
39519,nuncio,N
39520,nunnery,N
39521,nuptial,N
39522,nuptials,N
39523,Nurofen™,N
39524,nurse,N
39525,nursemaid,N
39526,nurse practitioner,N
39527,nurse-practitioner,N
39528,nursery,N
39529,nurseryman,N
39530,nursery nurse,N
39531,nursery-nurse,N
39532,nursery rhyme,N
39533,nursery-rhyme,N
39534,nursery school,N
39535,nursery-school,N
39536,nursery slope,N
39537,nursery-slope,N
39538,nursing,N
39539,nursing home,N
39540,nursing-home,N
39541,nursing officer,N
39542,nursing-officer,N
39543,nurture,N
39544,nut,N
39545,nut-brown,N
39546,nutcase,N
39547,nutcracker,N
39548,nut cutlet,N
39549,nuthatch,N
39550,nuthouse,N
39551,nut loaf,N
39552,nut-loaf,N
39553,nutmeg,N
39554,nut out,N
39555,nut-out,N
39556,nutraceutical,N
39557,nutrient,N
39558,nutrition,N
39559,nutritional,N
39560,nutritionally,N
39561,nutritionist,N
39562,nutritious,N
39563,nut roast,N
39564,nut-roast,N
39565,nuts,N
39566,nutshell,N
39567,nutter,N
39568,nutty,N
39569,nuzzle,N
39570,NV,N
39571,NVQ,N
39572,NW,N
39573,NWC,N
39574,NY,N
39575,nyama choma,N
39576,nyatiti,N
39577,NYC,N
39578,nylon,N
39579,nymph,N
39580,nymphet,N
39581,nymphomania,N
39582,nymphomaniac,N
39583,NYPD,N
39584,NYSE,N
39585,NYU,N
39586,NZ,N
39587,née,N
39588,O,O
39589,oaf,O
39590,oafish,O
39591,oak,O
39592,oaked,O
39593,oaken,O
39594,Oakland,O
39595,oakum,O
39596,OAP,O
39597,oar,O
39598,oarlock,O
39599,oarsman,O
39600,oarswoman,O
39601,oasis,O
39602,oast house,O
39603,oast-house,O
39604,oat,O
39605,oatcake,O
39606,oater,O
39607,oath,O
39608,oatmeal,O
39609,oats,O
39610,obbligato,O
39611,obduracy,O
39612,obdurate,O
39613,obdurately,O
39614,OBE,O
39615,obedience,O
39616,obedient,O
39617,obediently,O
39618,obeisance,O
39619,obelisk,O
39620,Oberon,O
39621,obese,O
39622,obesity,O
39623,obey,O
39624,obfuscate,O
39625,obfuscation,O
39626,ob-gyn,O
39627,obi,O
39628,Obie,O
39629,obiter dictum,O
39630,obiter-dictum,O
39631,obituary,O
39632,object,O
39633,object code,O
39634,object-code,O
39635,objectification,O
39636,objectify,O
39637,objection,O
39638,objectionable,O
39639,objective,O
39640,objectively,O
39641,objectivity,O
39642,object language,O
39643,object-language,O
39644,object lesson,O
39645,object-lesson,O
39646,objector,O
39647,object-oriented,O
39648,object program,O
39649,object-program,O
39650,objet d’art,O
39651,obligated,O
39652,obligation,O
39653,obligato,O
39654,obligatory,O
39655,oblige,O
39656,obliged,O
39657,obliging,O
39658,obligingly,O
39659,oblique,O
39660,oblique angle,O
39661,oblique-angle,O
39662,obliquely,O
39663,obliterate,O
39664,obliteration,O
39665,oblivion,O
39666,oblivious,O
39667,obliviously,O
39668,oblong,O
39669,obloquy,O
39670,obnoxious,O
39671,obnoxiously,O
39672,obo,O
39673,oboe,O
39674,oboist,O
39675,obscene,O
39676,obscenely,O
39677,obscenity,O
39678,obscurantism,O
39679,obscurantist,O
39680,obscure,O
39681,obscurely,O
39682,obscurity,O
39683,obsequies,O
39684,obsequious,O
39685,obsequiously,O
39686,obsequiousness,O
39687,observable,O
39688,observably,O
39689,observance,O
39690,observant,O
39691,observation,O
39692,observational,O
39693,observation car,O
39694,observation-car,O
39695,observatory,O
39696,observe,O
39697,observed trials,O
39698,observer,O
39699,obsess,O
39700,obsession,O
39701,obsessional,O
39702,obsessionally,O
39703,obsessive,O
39704,obsessive compulsive disorder,O
39705,obsessive-compulsive-disorder,O
39706,obsessively,O
39707,obsidian,O
39708,obsolescence,O
39709,obsolescent,O
39710,obsolete,O
39711,obstacle,O
39712,obstacle course,O
39713,obstacle-course,O
39714,obstacle race,O
39715,obstacle-race,O
39716,obstetric,O
39717,obstetrician,O
39718,obstetrics,O
39719,obstinacy,O
39720,obstinate,O
39721,obstinately,O
39722,obstreperous,O
39723,obstruct,O
39724,obstruction,O
39725,obstructionism,O
39726,obstructionist,O
39727,obstructive,O
39728,obtain,O
39729,obtainable,O
39730,obtrude,O
39731,obtrusive,O
39732,obtrusively,O
39733,obtuse,O
39734,obtuse angle,O
39735,obtuse-angle,O
39736,obtuseness,O
39737,obv,O
39738,obverse,O
39739,obviate,O
39740,obvious,O
39741,obviously,O
39742,obviousness,O
39743,obvs,O
39744,ocarina,O
39745,occasion,O
39746,occasional,O
39747,occasionally,O
39748,occasional table,O
39749,occidental,O
39750,occipital bone,O
39751,occipital-bone,O
39752,Occitan,O
39753,occlude,O
39754,occlusion,O
39755,occult,O
39756,occultist,O
39757,occupancy,O
39758,occupant,O
39759,occupation,O
39760,occupational,O
39761,occupationally,O
39762,occupational therapist,O
39763,occupational-therapist,O
39764,occupational therapy,O
39765,occupational-therapy,O
39766,occupied,O
39767,occupier,O
39768,occupy,O
39769,occur,O
39770,occurrence,O
39771,occur to,O
39772,occur-to,O
39773,OCD,O
39774,ocean,O
39775,oceanarium,O
39776,oceanfront,O
39777,ocean-going,O
39778,Oceania,O
39779,Oceanian,O
39780,oceanic,O
39781,oceanographer,O
39782,oceanography,O
39783,ocean trench,O
39784,ocelot,O
39785,och,O
39786,oche,O
39787,ochre,O
39788,ocker,O
39789,o-clock,O
39790,o-come-all-ye-faithful,O
39791,OCR,O
39792,octagon,O
39793,octagonal,O
39794,octahedron,O
39795,octameter,O
39796,octane,O
39797,octave,O
39798,octavo,O
39799,octet,O
39800,octo-,O
39801,October,O
39802,octogenarian,O
39803,octopus,O
39804,octopus trousers,O
39805,octosyllabic,O
39806,octosyllable,O
39807,ocular,O
39808,oculist,O
39809,OD,O
39810,odd,O
39811,oddball,O
39812,oddity,O
39813,odd-job man,O
39814,odd jobs,O
39815,odd-jobs,O
39816,oddly,O
39817,oddments,O
39818,oddness,O
39819,odds,O
39820,odds and ends,O
39821,odds-and-ends,O
39822,odds-on,O
39823,ode,O
39824,Odeon,O
39825,odious,O
39826,odium,O
39827,odometer,O
39828,odontologist,O
39829,odontology,O
39830,odorous,O
39831,odour,O
39832,odourless,O
39833,odyssey,O
39834,OECD,O
39835,oedema,O
39836,Oedipal,O
39837,Oedipus complex,O
39838,oenology,O
39839,oenophile,O
39840,o-er,O
39841,oesophagus,O
39842,oestrogen,O
39843,oestrus,O
39844,oeuvre,O
39845,of,O
39846,Ofcom,O
39847,off,O
39848,off-,O
39849,off-air,O
39850,offal,O
39851,offa-s-dyke,O
39852,offbeat,O
39853,off-Broadway,O
39854,off-centre,O
39855,off colour,O
39856,offcut,O
39857,off day,O
39858,off-day,O
39859,off-duty,O
39860,offend,O
39861,offended,O
39862,offender,O
39863,offending,O
39864,offense,O
39865,offensive,O
39866,offensively,O
39867,offensiveness,O
39868,offer,O
39869,offering,O
39870,offertory,O
39871,off-grid,O
39872,offhand,O
39873,offhandedly,O
39874,office,O
39875,office block,O
39876,office-block,O
39877,office boy,O
39878,office girl,O
39879,office-girl,O
39880,office-holder,O
39881,office hours,O
39882,office party,O
39883,office-party,O
39884,officer,O
39885,office worker,O
39886,office-worker,O
39887,official,O
39888,officialdom,O
39889,officialese,O
39890,officially,O
39891,official receiver,O
39892,official secret,O
39893,official-secret,O
39894,officiate,O
39895,officious,O
39896,officiously,O
39897,officiousness,O
39898,offing,O
39899,off-key,O
39900,off-kilter,O
39901,off-label,O
39902,off-licence,O
39903,off-limits,O
39904,offline,O
39905,offload,O
39906,off-peak,O
39907,off-piste,O
39908,offprint,O
39909,off-putting,O
39910,off-ramp,O
39911,off-road,O
39912,off-roader,O
39913,off-roading,O
39914,off-sale,O
39915,off-screen,O
39916,off season,O
39917,off-season,O
39918,offset,O
39919,offshoot,O
39920,offshore,O
39921,offshoring,O
39922,offside,O
39923,offsider,O
39924,offspring,O
39925,offstage,O
39926,off-street,O
39927,off-tackle,O
39928,off-the-cuff,O
39929,off-the-grid,O
39930,off-the-shelf,O
39931,off-white,O
39932,off year,O
39933,off-year,O
39934,Ofgem,O
39935,OFSTED,O
39936,OFT,O
39937,oft-,O
39938,often,O
39939,oftentimes,O
39940,Ofwat,O
39941,ogham,O
39942,ogle,O
39943,O grade,O
39944,ogre,O
39945,ogress,O
39946,oh,O
39947,Ohio,O
39948,ohm,O
39949,ohmigod,O
39950,ohmmeter,O
39951,OHMS,O
39952,oho,O
39953,oh-oh,O
39954,OHP,O
39955,oh-so,O
39956,oh-susanna,O
39957,OHT,O
39958,oi,O
39959,-oid,O
39960,oid,O
39961,oik,O
39962,oil,O
39963,oil-bearing,O
39964,oilcan,O
39965,oilcloth,O
39966,oil colour,O
39967,oil-colour,O
39968,oiled,O
39969,oilfield,O
39970,oil-fired,O
39971,oiliness,O
39972,oilman,O
39973,oil paint,O
39974,oil-paint,O
39975,oil painting,O
39976,oil-painting,O
39977,oil pan,O
39978,oil rig,O
39979,oil-rig,O
39980,oilseed rape,O
39981,oilseed-rape,O
39982,oilskin,O
39983,oil slick,O
39984,oil-slick,O
39985,oil tanker,O
39986,oil-tanker,O
39987,oil well,O
39988,oil-well,O
39989,oily,O
39990,oink,O
39991,ointment,O
39992,OJ,O
39993,Ojibwa,O
39994,OK,O
39995,okada,O
39996,okapi,O
39997,oke,O
39998,okey-doke,O
39999,Okie,O
40000,Oklahoma,O
40001,Oklahoma!,O
40002,okra,O
40003,old,O
40004,old age,O
40005,old-age,O
40006,old-age pension,O
40007,old-age-pension,O
40008,old-age pensioner,O
40009,old-age-pensioner,O
40010,old age security,O
40011,old-age-security,O
40012,old bat,O
40013,old-bat,O
40014,old boy,O
40015,old-boy,O
40016,old buffer,O
40017,old dear,O
40018,old-dear,O
40019,olde,O
40020,olden,O
40021,old-established,O
40022,olde worlde,O
40023,olde-worlde,O
40024,old-fashioned,O
40025,old flame,O
40026,old-flame,O
40027,old girl,O
40028,old-girl,O
40029,old hand,O
40030,old-hand,O
40031,old hat,O
40032,old-hat,O
40033,oldie,O
40034,oldish,O
40035,old lady,O
40036,old-lady,O
40037,old lag,O
40038,old-lag,O
40039,old maid,O
40040,old-maid,O
40041,old man,O
40042,old-man,O
40043,old master,O
40044,old-master,O
40045,old money,O
40046,old-money,O
40047,old-people-s-home,O
40048,old people’s home,O
40049,old school,O
40050,old-school,O
40051,old school tie,O
40052,old-school-tie,O
40053,old stager,O
40054,oldster,O
40055,old-style,O
40056,old-time,O
40057,old-timer,O
40058,old woman,O
40059,old-world,O
40060,ole,O
40061,oleaginous,O
40062,oleander,O
40063,OLED,O
40064,Olestra™,O
40065,O level,O
40066,olfactory,O
40067,Oli,O
40068,oligarch,O
40069,oligarchy,O
40070,oligopoly,O
40071,olive,O
40072,olive branch,O
40073,olive-branch,O
40074,olive drab,O
40075,olive oil,O
40076,olive-oil,O
40077,Oliver,O
40078,Olivia,O
40079,ollie,O
40080,ol-man-river,O
40081,-ologic,O
40082,-ological,O
40083,ological,O
40084,-ologist,O
40085,ology,O
40086,-ology,O
40087,Olympia,O
40088,Olympiad,O
40089,Olympian,O
40090,Olympic,O
40091,olé,O
40092,OM,O
40093,Omaha,O
40094,Oman,O
40095,Omani,O
40096,ombudsman,O
40097,omega,O
40098,Omega-3,O
40099,omelette,O
40100,omen,O
40101,omena,O
40102,OMG,O
40103,omicron,O
40104,omigod,O
40105,ominous,O
40106,ominously,O
40107,omission,O
40108,omit,O
40109,omni-,O
40110,omnibus,O
40111,omnidirectional,O
40112,omnipotence,O
40113,omnipotent,O
40114,omnipresence,O
40115,omnipresent,O
40116,omniscience,O
40117,omniscient,O
40118,omnishambles,O
40119,omnium,O
40120,omnivore,O
40121,omnivorous,O
40122,on,O
40123,on-air,O
40124,onanism,O
40125,onboard,O
40126,on-board,O
40127,onboarding,O
40128,on-call,O
40129,once,O
40130,once-over,O
40131,oncologist,O
40132,oncology,O
40133,oncoming,O
40134,on-demand,O
40135,one,O
40136,one another,O
40137,one-another,O
40138,one-armed bandit,O
40139,one-day cricket,O
40140,one-day-cricket,O
40141,one-dimensional,O
40142,one-flew-over-the-cuckoo-s-nest,O
40143,one-horse town,O
40144,one-liner,O
40145,one-man,O
40146,one-man band,O
40147,one-man-band,O
40148,oneness,O
40149,one-night stand,O
40150,one-night-stand,O
40151,one-off,O
40152,one-on-one,O
40153,one-parent family,O
40154,one-parent-family,O
40155,one-piece,O
40156,onerous,O
40157,oneself,O
40158,one-shot,O
40159,one-sided,O
40160,onesie,O
40161,onesiestm,O
40162,Onesies™,O
40163,one-size-fits-all,O
40164,one-star,O
40165,one-stop,O
40166,one-time,O
40167,one-to-one,O
40168,one-touch,O
40169,one-track mind,O
40170,one-track-mind,O
40171,one-trick pony,O
40172,one-trick-pony,O
40173,one-upmanship,O
40174,one-way,O
40175,one-way mirror,O
40176,one-woman,O
40177,one’s,O
40178,on-field,O
40179,ongoing,O
40180,onion,O
40181,onion dome,O
40182,onion-dome,O
40183,onion ring,O
40184,onion-ring,O
40185,onion-skin paper,O
40186,online,O
40187,online dating,O
40188,onlooker,O
40189,only,O
40190,only child,O
40191,only-child,O
40192,o.n.o.,O
40193,o-n-o,O
40194,on-off,O
40195,onomastics,O
40196,onomatopoeia,O
40197,onomatopoeic,O
40198,on-ramp,O
40199,onrush,O
40200,ONS,O
40201,on-screen,O
40202,onset,O
40203,onshore,O
40204,onside,O
40205,onslaught,O
40206,onstage,O
40207,on-street,O
40208,Ontario,O
40209,onto,O
40210,ontological,O
40211,ontology,O
40212,on-trend,O
40213,onus,O
40214,onward,O
40215,onwards,O
40216,onyx,O
40217,oodles,O
40218,oo-er,O
40219,ooh,O
40220,oompah,O
40221,oomph,O
40222,oops,O
40223,oops-a-daisy,O
40224,ooze,O
40225,oozy,O
40226,op,O
40227,Op.,O
40228,opacity,O
40229,opal,O
40230,opalescent,O
40231,@opal_spoken&level=sublist_1,#
40232,@opal_spoken&level=sublist_2,#
40233,@opal_spoken&level=sublist_3,#
40234,@opal_spoken&level=sublist_4,#
40235,@opal_spoken&level=sublist_5,#
40236,@opal_spoken&level=sublist_6,#
40237,@opal_written&level=sublist_1,#
40238,@opal_written&level=sublist_10,#
40239,@opal_written&level=sublist_11,#
40240,@opal_written&level=sublist_12,#
40241,@opal_written&level=sublist_2,#
40242,@opal_written&level=sublist_3,#
40243,@opal_written&level=sublist_4,#
40244,@opal_written&level=sublist_5,#
40245,@opal_written&level=sublist_6,#
40246,@opal_written&level=sublist_7,#
40247,@opal_written&level=sublist_8,#
40248,@opal_written&level=sublist_9,#
40249,opaque,O
40250,op art,O
40251,op. cit.,O
40252,opcode,O
40253,OPEC,O
40254,op-ed,O
40255,open,O
40256,open access,O
40257,open-access,O
40258,open-air,O
40259,open-and-shut case,O
40260,open-and-shut-case,O
40261,open bar,O
40262,open carry,O
40263,open-carry,O
40264,opencast,O
40265,open day,O
40266,open door,O
40267,open-door_2,O
40268,open-ended,O
40269,opener,O
40270,open-faced sandwich,O
40271,open-faced-sandwich,O
40272,open-handed,O
40273,open-hearted,O
40274,open-heart surgery,O
40275,open-heart-surgery,O
40276,open house,O
40277,open-house,O
40278,opening,O
40279,opening hours,O
40280,opening-hours,O
40281,opening night,O
40282,opening-night,O
40283,opening time,O
40284,opening-time,O
40285,opening up,O
40286,open into,O
40287,open-into,O
40288,open-jaw,O
40289,open letter,O
40290,open-letter,O
40291,open line,O
40292,open-line_1,O
40293,open-line_2,O
40294,openly,O
40295,open market,O
40296,open-market,O
40297,open marriage,O
40298,open-marriage,O
40299,open mic,O
40300,open-mic,O
40301,open-minded,O
40302,open-mindedness,O
40303,open-mouthed,O
40304,open-necked,O
40305,openness,O
40306,open onto,O
40307,open-onto,O
40308,open out,O
40309,open-out,O
40310,open-pit,O
40311,open-plan,O
40312,open prison,O
40313,open-prison,O
40314,open sandwich,O
40315,open-sandwich,O
40316,open season,O
40317,open-season,O
40318,open sesame,O
40319,open-sesame,O
40320,open shop,O
40321,open-shop,O
40322,open slather,O
40323,open-source,O
40324,open syllable,O
40325,open-toed,O
40326,open-top,O
40327,open up,O
40328,open-up,O
40329,open verdict,O
40330,open-verdict,O
40331,opera,O
40332,operable,O
40333,opera glasses,O
40334,opera house,O
40335,opera-house,O
40336,operand,O
40337,operate,O
40338,operatic,O
40339,operating system,O
40340,operating-system,O
40341,operating table,O
40342,operating-table,O
40343,operating theatre,O
40344,operating-theatre,O
40345,operation,O
40346,operational,O
40347,operationally,O
40348,operational research,O
40349,operational-research,O
40350,operation code,O
40351,operations room,O
40352,operations-room,O
40353,operative,O
40354,operator,O
40355,operetta,O
40356,ophthalmic,O
40357,ophthalmic optician,O
40358,ophthalmic-optician,O
40359,ophthalmologist,O
40360,ophthalmology,O
